xintercept	showSelected1	showSelected2	PANEL
148.4446305	4.6	7	1
149.0570905	4.6	7	1
60.057755	4.65	7	1
76.93522	4.65	7	1
148.4446305	4.65	7	1
149.0570905	4.65	7	1
60.057755	4.66816745440284	6	1
76.93522	4.66816745440284	6	1
148.4446305	4.66816745440284	6	1
149.0570905	4.66816745440284	6	1
60.057755	4.7	7	1
76.93522	4.7	7	1
148.4446305	4.7	7	1
149.0570905	4.7	7	1
60.057755	4.75	7	1
76.93522	4.75	7	1
148.4446305	4.75	7	1
149.0570905	4.75	7	1
60.057755	4.8	7	1
76.93522	4.8	7	1
148.4446305	4.8	7	1
149.0570905	4.8	7	1
60.057755	4.84102739939653	6	1
76.93522	4.84102739939653	6	1
148.4446305	4.84102739939653	6	1
149.0570905	4.84102739939653	6	1
60.057755	4.85	7	1
76.93522	4.85	7	1
148.4446305	4.85	7	1
149.0570905	4.85	7	1
60.057755	4.9	7	1
76.93522	4.9	7	1
148.4446305	4.9	7	1
149.0570905	4.9	7	1
60.057755	4.91980750606868	6	1
76.93522	4.91980750606868	6	1
148.4446305	4.91980750606868	6	1
149.0570905	4.91980750606868	6	1
60.057755	4.95	7	1
76.93522	4.95	7	1
148.4446305	4.95	7	1
149.0570905	4.95	7	1
60.057755	5	7	1
76.93522	5	7	1
148.4446305	5	7	1
149.0570905	5	7	1
60.057755	5.05	7	1
76.93522	5.05	7	1
148.4446305	5.05	7	1
149.0570905	5.05	7	1
60.057755	5.09266745106238	6	1
76.93522	5.09266745106238	6	1
148.4446305	5.09266745106238	6	1
149.0570905	5.09266745106238	6	1
60.057755	5.1	7	1
76.93522	5.1	7	1
148.4446305	5.1	7	1
149.0570905	5.1	7	1
60.057755	5.15	7	1
76.93522	5.15	7	1
148.4446305	5.15	7	1
149.0570905	5.15	7	1
60.057755	5.16792151301062	6	1
76.93522	5.16792151301062	6	1
148.4446305	5.16792151301062	6	1
149.0570905	5.16792151301062	6	1
60.057755	5.2	6	1
76.93522	5.2	6	1
148.4446305	5.2	6	1
149.0570905	5.2	6	1
60.057755	5.2	7	1
76.93522	5.2	7	1
148.4446305	5.2	7	1
149.0570905	5.2	7	1
60.057755	5.25	6	1
76.93522	5.25	6	1
148.4446305	5.25	6	1
149.0570905	5.25	6	1
60.057755	5.25	7	1
76.93522	5.25	7	1
148.4446305	5.25	7	1
149.0570905	5.25	7	1
60.057755	5.3	6	1
76.93522	5.3	6	1
148.4446305	5.3	6	1
149.0570905	5.3	6	1
60.057755	5.3	7	1
76.93522	5.3	7	1
148.4446305	5.3	7	1
149.0570905	5.3	7	1
60.057755	5.35	6	1
76.93522	5.35	6	1
148.4446305	5.35	6	1
149.0570905	5.35	6	1
60.057755	5.35	7	1
76.93522	5.35	7	1
148.4446305	5.35	7	1
149.0570905	5.35	7	1
60.057755	5.4	6	1
76.93522	5.4	6	1
148.4446305	5.4	6	1
149.0570905	5.4	6	1
60.057755	5.4	7	1
76.93522	5.4	7	1
148.4446305	5.4	7	1
149.0570905	5.4	7	1
60.057755	5.41956156467646	5	1
76.93522	5.41956156467646	5	1
148.4446305	5.41956156467646	5	1
149.0570905	5.41956156467646	5	1
60.057755	5.41956156467646	6	1
76.93522	5.41956156467646	6	1
148.4446305	5.41956156467646	6	1
149.0570905	5.41956156467646	6	1
60.057755	5.45	5	1
76.93522	5.45	5	1
148.4446305	5.45	5	1
149.0570905	5.45	5	1
60.057755	5.45	6	1
76.93522	5.45	6	1
148.4446305	5.45	6	1
149.0570905	5.45	6	1
60.057755	5.45	7	1
76.93522	5.45	7	1
148.4446305	5.45	7	1
149.0570905	5.45	7	1
60.057755	5.46103520669639	4	1
76.93522	5.46103520669639	4	1
148.4446305	5.46103520669639	4	1
149.0570905	5.46103520669639	4	1
60.057755	5.46103520669639	5	1
76.93522	5.46103520669639	5	1
148.4446305	5.46103520669639	5	1
149.0570905	5.46103520669639	5	1
60.057755	5.46103520669639	6	1
76.93522	5.46103520669639	6	1
148.4446305	5.46103520669639	6	1
149.0570905	5.46103520669639	6	1
60.057755	5.5	5	1
76.93522	5.5	5	1
148.4446305	5.5	5	1
149.0570905	5.5	5	1
60.057755	5.5	6	1
76.93522	5.5	6	1
148.4446305	5.5	6	1
149.0570905	5.5	6	1
60.057755	5.5	7	1
76.93522	5.5	7	1
148.4446305	5.5	7	1
149.0570905	5.5	7	1
60.057755	5.55	5	1
76.93522	5.55	5	1
148.4446305	5.55	5	1
149.0570905	5.55	5	1
60.057755	5.55	6	1
76.93522	5.55	6	1
148.4446305	5.55	6	1
149.0570905	5.55	6	1
60.057755	5.55	7	1
76.93522	5.55	7	1
148.4446305	5.55	7	1
149.0570905	5.55	7	1
60.057755	5.6	5	1
76.93522	5.6	5	1
148.4446305	5.6	5	1
149.0570905	5.6	5	1
60.057755	5.6	6	1
76.93522	5.6	6	1
148.4446305	5.6	6	1
149.0570905	5.6	6	1
60.057755	5.63389515169009	4	1
76.93522	5.63389515169009	4	1
148.4446305	5.63389515169009	4	1
149.0570905	5.63389515169009	4	1
60.057755	5.63389515169009	5	1
76.93522	5.63389515169009	5	1
148.4446305	5.63389515169009	5	1
149.0570905	5.63389515169009	5	1
60.057755	5.65	5	1
76.93522	5.65	5	1
148.4446305	5.65	5	1
149.0570905	5.65	5	1
60.057755	5.65	6	1
76.93522	5.65	6	1
148.4446305	5.65	6	1
149.0570905	5.65	6	1
60.057755	5.7	5	1
76.93522	5.7	5	1
148.4446305	5.7	5	1
149.0570905	5.7	5	1
60.057755	5.7	6	1
76.93522	5.7	6	1
148.4446305	5.7	6	1
149.0570905	5.7	6	1
60.057755	5.75	5	1
76.93522	5.75	5	1
148.4446305	5.75	5	1
149.0570905	5.75	5	1
60.057755	5.75	6	1
76.93522	5.75	6	1
148.4446305	5.75	6	1
149.0570905	5.75	6	1
60.057755	5.8	5	1
76.93522	5.8	5	1
148.4446305	5.8	5	1
149.0570905	5.8	5	1
60.057755	5.8	6	1
76.93522	5.8	6	1
148.4446305	5.8	6	1
149.0570905	5.8	6	1
60.057755	5.85	5	1
76.93522	5.85	5	1
148.4446305	5.85	5	1
149.0570905	5.85	5	1
60.057755	5.9	5	1
76.93522	5.9	5	1
148.4446305	5.9	5	1
149.0570905	5.9	5	1
60.057755	5.95	5	1
76.93522	5.95	5	1
148.4446305	5.95	5	1
149.0570905	5.95	5	1
60.057755	5.96078926530417	4	1
76.93522	5.96078926530417	4	1
148.4446305	5.96078926530417	4	1
149.0570905	5.96078926530417	4	1
60.057755	6	4	1
76.93522	6	4	1
148.4446305	6	4	1
149.0570905	6	4	1
60.057755	6	5	1
76.93522	6	5	1
148.4446305	6	5	1
149.0570905	6	5	1
60.057755	6.05	4	1
76.93522	6.05	4	1
148.4446305	6.05	4	1
149.0570905	6.05	4	1
60.057755	6.05	5	1
76.93522	6.05	5	1
148.4446305	6.05	5	1
149.0570905	6.05	5	1
60.057755	6.1	4	1
76.93522	6.1	4	1
148.4446305	6.1	4	1
149.0570905	6.1	4	1
60.057755	6.1	5	1
76.93522	6.1	5	1
148.4446305	6.1	5	1
149.0570905	6.1	5	1
60.057755	6.15	4	1
76.93522	6.15	4	1
148.4446305	6.15	4	1
149.0570905	6.15	4	1
60.057755	6.15	5	1
76.93522	6.15	5	1
148.4446305	6.15	5	1
149.0570905	6.15	5	1
60.057755	6.2	4	1
76.93522	6.2	4	1
148.4446305	6.2	4	1
149.0570905	6.2	4	1
60.057755	6.25	4	1
76.93522	6.25	4	1
148.4446305	6.25	4	1
149.0570905	6.25	4	1
60.057755	6.3	4	1
76.93522	6.3	4	1
148.4446305	6.3	4	1
149.0570905	6.3	4	1
60.057755	6.35	4	1
76.93522	6.35	4	1
148.4446305	6.35	4	1
149.0570905	6.35	4	1
60.057755	6.4	4	1
76.93522	6.4	4	1
148.4446305	6.4	4	1
149.0570905	6.4	4	1
60.057755	6.45	4	1
76.93522	6.45	4	1
148.4446305	6.45	4	1
149.0570905	6.45	4	1
60.057755	6.5	4	1
76.93522	6.5	4	1
148.4446305	6.5	4	1
149.0570905	6.5	4	1
60.057755	5.6	7	1
76.93522	5.6	7	1
148.4446305	5.6	7	1
149.0570905	5.6	7	1
179.8802805	5.6	7	1
188.7109295	5.6	7	1
195.6419365	5.6	7	1
60.057755	5.63389515169009	6	1
76.93522	5.63389515169009	6	1
148.4446305	5.63389515169009	6	1
149.0570905	5.63389515169009	6	1
179.8802805	5.63389515169009	6	1
188.7109295	5.63389515169009	6	1
195.6419365	5.63389515169009	6	1
60.057755	5.65	7	1
76.93522	5.65	7	1
148.4446305	5.65	7	1
149.0570905	5.65	7	1
179.8802805	5.65	7	1
188.7109295	5.65	7	1
195.6419365	5.65	7	1
60.057755	5.7	7	1
76.93522	5.7	7	1
148.4446305	5.7	7	1
149.0570905	5.7	7	1
179.8802805	5.7	7	1
188.7109295	5.7	7	1
195.6419365	5.7	7	1
60.057755	5.75	7	1
76.93522	5.75	7	1
148.4446305	5.75	7	1
149.0570905	5.75	7	1
179.8802805	5.75	7	1
188.7109295	5.75	7	1
195.6419365	5.75	7	1
60.057755	5.8	7	1
76.93522	5.8	7	1
148.4446305	5.8	7	1
149.0570905	5.8	7	1
179.8802805	5.8	7	1
188.7109295	5.8	7	1
195.6419365	5.8	7	1
60.057755	5.85	6	1
76.93522	5.85	6	1
148.4446305	5.85	6	1
149.0570905	5.85	6	1
179.8802805	5.85	6	1
188.7109295	5.85	6	1
195.6419365	5.85	6	1
60.057755	5.85	7	1
76.93522	5.85	7	1
148.4446305	5.85	7	1
149.0570905	5.85	7	1
179.8802805	5.85	7	1
188.7109295	5.85	7	1
195.6419365	5.85	7	1
60.057755	5.9	6	1
76.93522	5.9	6	1
148.4446305	5.9	6	1
149.0570905	5.9	6	1
179.8802805	5.9	6	1
188.7109295	5.9	6	1
195.6419365	5.9	6	1
60.057755	5.9	7	1
76.93522	5.9	7	1
148.4446305	5.9	7	1
149.0570905	5.9	7	1
179.8802805	5.9	7	1
188.7109295	5.9	7	1
195.6419365	5.9	7	1
60.057755	5.95	6	1
76.93522	5.95	6	1
148.4446305	5.95	6	1
149.0570905	5.95	6	1
179.8802805	5.95	6	1
188.7109295	5.95	6	1
195.6419365	5.95	6	1
60.057755	5.96078926530417	5	1
76.93522	5.96078926530417	5	1
148.4446305	5.96078926530417	5	1
149.0570905	5.96078926530417	5	1
179.8802805	5.96078926530417	5	1
188.7109295	5.96078926530417	5	1
195.6419365	5.96078926530417	5	1
60.057755	6	6	1
76.93522	6	6	1
148.4446305	6	6	1
149.0570905	6	6	1
179.8802805	6	6	1
188.7109295	6	6	1
195.6419365	6	6	1
60.057755	6.05	6	1
76.93522	6.05	6	1
148.4446305	6.05	6	1
149.0570905	6.05	6	1
179.8802805	6.05	6	1
188.7109295	6.05	6	1
195.6419365	6.05	6	1
60.057755	6.1	6	1
76.93522	6.1	6	1
148.4446305	6.1	6	1
149.0570905	6.1	6	1
179.8802805	6.1	6	1
188.7109295	6.1	6	1
195.6419365	6.1	6	1
60.057755	6.2	5	1
76.93522	6.2	5	1
148.4446305	6.2	5	1
149.0570905	6.2	5	1
179.8802805	6.2	5	1
188.7109295	6.2	5	1
195.6419365	6.2	5	1
60.057755	6.25	5	1
76.93522	6.25	5	1
148.4446305	6.25	5	1
149.0570905	6.25	5	1
179.8802805	6.25	5	1
188.7109295	6.25	5	1
195.6419365	6.25	5	1
60.057755	6.3	5	1
76.93522	6.3	5	1
148.4446305	6.3	5	1
149.0570905	6.3	5	1
179.8802805	6.3	5	1
188.7109295	6.3	5	1
195.6419365	6.3	5	1
60.057755	6.35	5	1
76.93522	6.35	5	1
148.4446305	6.35	5	1
149.0570905	6.35	5	1
179.8802805	6.35	5	1
188.7109295	6.35	5	1
195.6419365	6.35	5	1
60.057755	6.4	5	1
76.93522	6.4	5	1
148.4446305	6.4	5	1
149.0570905	6.4	5	1
179.8802805	6.4	5	1
188.7109295	6.4	5	1
195.6419365	6.4	5	1
60.057755	6.45	5	1
76.93522	6.45	5	1
148.4446305	6.45	5	1
149.0570905	6.45	5	1
179.8802805	6.45	5	1
188.7109295	6.45	5	1
195.6419365	6.45	5	1
60.057755	6.5	5	1
76.93522	6.5	5	1
148.4446305	6.5	5	1
149.0570905	6.5	5	1
179.8802805	6.5	5	1
188.7109295	6.5	5	1
195.6419365	6.5	5	1
60.057755	5.95	7	1
76.93522	5.95	7	1
148.4446305	5.95	7	1
149.0570905	5.95	7	1
157.9022935	5.95	7	1
160.7803035	5.95	7	1
168.900607	5.95	7	1
188.9573265	5.95	7	1
195.6419365	5.95	7	1
60.057755	6.15	6	1
76.93522	6.15	6	1
148.4446305	6.15	6	1
149.0570905	6.15	6	1
157.9022935	6.15	6	1
160.7803035	6.15	6	1
168.900607	6.15	6	1
188.9573265	6.15	6	1
195.6419365	6.15	6	1
25.47407	5.96078926530417	6	1
26.1959275	5.96078926530417	6	1
46.2160055	5.96078926530417	6	1
47.3836705	5.96078926530417	6	1
48.0180195	5.96078926530417	6	1
67.151417	5.96078926530417	6	1
76.93522	5.96078926530417	6	1
148.4446305	5.96078926530417	6	1
149.0570905	5.96078926530417	6	1
157.9022935	5.96078926530417	6	1
160.7803035	5.96078926530417	6	1
168.900607	5.96078926530417	6	1
188.9573265	5.96078926530417	6	1
195.6419365	5.96078926530417	6	1
25.47407	6	7	1
26.1959275	6	7	1
46.2160055	6	7	1
47.3836705	6	7	1
48.0180195	6	7	1
67.151417	6	7	1
76.93522	6	7	1
148.4446305	6	7	1
149.0570905	6	7	1
157.9022935	6	7	1
160.7803035	6	7	1
168.900607	6	7	1
188.9573265	6	7	1
195.6419365	6	7	1
25.47407	6.2	6	1
26.1959275	6.2	6	1
46.2160055	6.2	6	1
47.3836705	6.2	6	1
48.0180195	6.2	6	1
67.151417	6.2	6	1
76.93522	6.2	6	1
148.4446305	6.2	6	1
149.0570905	6.2	6	1
157.9022935	6.2	6	1
160.7803035	6.2	6	1
168.900607	6.2	6	1
188.9573265	6.2	6	1
195.6419365	6.2	6	1
25.47407	6.05	7	1
26.1959275	6.05	7	1
46.2160055	6.05	7	1
47.3836705	6.05	7	1
48.0180195	6.05	7	1
67.151417	6.05	7	1
76.93522	6.05	7	1
96.9388675	6.05	7	1
148.4446305	6.05	7	1
149.0570905	6.05	7	1
157.9022935	6.05	7	1
160.7803035	6.05	7	1
168.900607	6.05	7	1
188.9573265	6.05	7	1
195.6419365	6.05	7	1
25.47407	6.1	7	1
26.1959275	6.1	7	1
46.2160055	6.1	7	1
47.3836705	6.1	7	1
48.0180195	6.1	7	1
67.151417	6.1	7	1
76.93522	6.1	7	1
96.9388675	6.1	7	1
148.4446305	6.1	7	1
149.0570905	6.1	7	1
157.9022935	6.1	7	1
160.7803035	6.1	7	1
168.900607	6.1	7	1
188.9573265	6.1	7	1
195.6419365	6.1	7	1
25.47407	6.15	7	1
26.1959275	6.15	7	1
46.2160055	6.15	7	1
47.3836705	6.15	7	1
48.0180195	6.15	7	1
67.151417	6.15	7	1
76.93522	6.15	7	1
96.9388675	6.15	7	1
148.4446305	6.15	7	1
149.0570905	6.15	7	1
157.9022935	6.15	7	1
160.7803035	6.15	7	1
168.900607	6.15	7	1
188.9573265	6.15	7	1
195.6419365	6.15	7	1
25.47407	6.2	7	1
26.1959275	6.2	7	1
46.2160055	6.2	7	1
47.3836705	6.2	7	1
48.0180195	6.2	7	1
67.151417	6.2	7	1
76.93522	6.2	7	1
96.9388675	6.2	7	1
148.4446305	6.2	7	1
149.0570905	6.2	7	1
157.9022935	6.2	7	1
160.7803035	6.2	7	1
168.900607	6.2	7	1
188.9573265	6.2	7	1
195.6419365	6.2	7	1
25.47407	6.25	6	1
26.1959275	6.25	6	1
46.2160055	6.25	6	1
47.3836705	6.25	6	1
48.0180195	6.25	6	1
67.151417	6.25	6	1
76.93522	6.25	6	1
96.9388675	6.25	6	1
148.4446305	6.25	6	1
149.0570905	6.25	6	1
157.9022935	6.25	6	1
160.7803035	6.25	6	1
168.900607	6.25	6	1
188.9573265	6.25	6	1
195.6419365	6.25	6	1
25.47407	6.25	7	1
26.1959275	6.25	7	1
46.2160055	6.25	7	1
47.3836705	6.25	7	1
48.0180195	6.25	7	1
67.151417	6.25	7	1
76.93522	6.25	7	1
96.9388675	6.25	7	1
148.4446305	6.25	7	1
149.0570905	6.25	7	1
157.9022935	6.25	7	1
160.7803035	6.25	7	1
168.900607	6.25	7	1
188.9573265	6.25	7	1
195.6419365	6.25	7	1
25.47407	6.3	6	1
26.1959275	6.3	6	1
46.2160055	6.3	6	1
47.3836705	6.3	6	1
48.0180195	6.3	6	1
67.151417	6.3	6	1
76.93522	6.3	6	1
96.9388675	6.3	6	1
148.4446305	6.3	6	1
149.0570905	6.3	6	1
157.9022935	6.3	6	1
160.7803035	6.3	6	1
168.900607	6.3	6	1
188.9573265	6.3	6	1
195.6419365	6.3	6	1
25.47407	6.35	6	1
26.1959275	6.35	6	1
46.2160055	6.35	6	1
47.3836705	6.35	6	1
48.0180195	6.35	6	1
67.151417	6.35	6	1
76.93522	6.35	6	1
96.9388675	6.35	6	1
148.4446305	6.35	6	1
149.0570905	6.35	6	1
157.9022935	6.35	6	1
160.7803035	6.35	6	1
168.900607	6.35	6	1
188.9573265	6.35	6	1
195.6419365	6.35	6	1
25.47407	6.4	6	1
26.1959275	6.4	6	1
46.2160055	6.4	6	1
47.3836705	6.4	6	1
48.0180195	6.4	6	1
67.151417	6.4	6	1
76.93522	6.4	6	1
96.9388675	6.4	6	1
148.4446305	6.4	6	1
149.0570905	6.4	6	1
157.9022935	6.4	6	1
160.7803035	6.4	6	1
168.900607	6.4	6	1
188.9573265	6.4	6	1
195.6419365	6.4	6	1
25.47407	6.45	6	1
26.1959275	6.45	6	1
46.2160055	6.45	6	1
47.3836705	6.45	6	1
48.0180195	6.45	6	1
67.151417	6.45	6	1
76.93522	6.45	6	1
96.9388675	6.45	6	1
148.4446305	6.45	6	1
149.0570905	6.45	6	1
157.9022935	6.45	6	1
160.7803035	6.45	6	1
168.900607	6.45	6	1
188.9573265	6.45	6	1
195.6419365	6.45	6	1
25.47407	6.3	7	1
26.1959275	6.3	7	1
46.2160055	6.3	7	1
47.3836705	6.3	7	1
48.163695	6.3	7	1
60.057755	6.3	7	1
74.0115395	6.3	7	1
74.250899	6.3	7	1
141.801398	6.3	7	1
142.263292	6.3	7	1
148.4446305	6.3	7	1
149.0570905	6.3	7	1
157.9022935	6.3	7	1
160.7803035	6.3	7	1
168.900607	6.3	7	1
188.9573265	6.3	7	1
195.6419365	6.3	7	1
25.47407	6.5	6	1
26.1959275	6.5	6	1
46.2160055	6.5	6	1
47.3836705	6.5	6	1
48.163695	6.5	6	1
60.057755	6.5	6	1
74.0115395	6.5	6	1
74.250899	6.5	6	1
141.801398	6.5	6	1
142.263292	6.5	6	1
148.4446305	6.5	6	1
149.0570905	6.5	6	1
157.9022935	6.5	6	1
160.7803035	6.5	6	1
168.900607	6.5	6	1
188.9573265	6.5	6	1
195.6419365	6.5	6	1
25.47407	6.35	7	1
26.1959275	6.35	7	1
46.2160055	6.35	7	1
47.3836705	6.35	7	1
48.163695	6.35	7	1
60.057755	6.35	7	1
74.0115395	6.35	7	1
74.250899	6.35	7	1
141.801398	6.35	7	1
142.263292	6.35	7	1
148.4446305	6.35	7	1
149.0570905	6.35	7	1
157.9022935	6.35	7	1
160.7803035	6.35	7	1
168.900607	6.35	7	1
178.96138	6.35	7	1
179.8802805	6.35	7	1
188.7109295	6.35	7	1
195.6419365	6.35	7	1
25.47407	6.4	7	1
26.1959275	6.4	7	1
46.2160055	6.4	7	1
47.3836705	6.4	7	1
48.163695	6.4	7	1
60.057755	6.4	7	1
74.0115395	6.4	7	1
